,brand,category_1stlevel,country,countrycode,countryoforigin,ddprate,ddpsubcategory,designer,freereturn,hasitemsonbag,hasusedwishlist,isreseller,issale,isusingmultipledevices,isvip,orderdate_gmt,orderportalid,platform,productid,promocode,region,returned,shipper,shiptypeid,size,storeid,style,tierafterorder,tierbeforeorder,userfraudstatus,userid
2188,178,Bags,17,17,1,19.1182,N/D,70202,1,No,Yes,No,No,No,Not VIP,2018-01-15 17:01:39.646000+00:00,129052,web,78670,1,4,,2,2,17,190,70219,T4,,3,101507.0
2189,124,Bags,12,12,1,28.7029,"Handbags, whether or not with shoulder strap, including those without handle",12536,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-08 09:10:45.710000+00:00,46559,app,13260,921,4,,4,2,17,306,12543,T4,,3,40331.0
2190,582,Clothing,1,1,18,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",97773,1,No,Yes,No,Yes,Yes,Not VIP,2018-02-04 21:08:23.756000+00:00,244482,web,111512,1,1,,2,2,19,15,97796,T4,,3,177068.0
2191,165,Clothing,15,15,25,0.0," T-shirts, singlets and other vests",1416,1,No,Yes,No,No,Yes,VIP,2018-02-11 15:39:59.420000+00:00,281261,,1446,1,4,,2,2,3,1216,1418,T2,T3,3,199685.0
2192,1405,Clothing,50,50,1,0.0,"Trousers, overalls, shorts",121936,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-08 08:45:55.973000+00:00,373043,app,141459,921,3,,2,2,71,898,121965,T2,T2,3,89902.0
2193,851,Clothing,11,11,1,0.0,Jackets and blazers,72398,1,No,No,No,Yes,Yes,Not VIP,2018-01-01 18:21:31.620000+00:00,398196,web,81188,1,3,,2,2,43,145,72416,,,3,266724.0
2194,597,Shoes,5,5,26,0.0,Footwear with outer soles of rubber or plastics,51370,1,No,Yes,No,Yes,Yes,VIP,2018-01-10 08:31:40.583000+00:00,79020,app,56924,921,3,,2,2,38,1071,51382,T2,T2,2,65408.0
2195,347,Clothing,9,9,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",66653,1,No,Yes,Yes,Yes,No,Not VIP,2018-01-09 15:09:57.663000+00:00,70149,web,74576,924,3,,1,3,35,107,66670,T2,T2,3,58631.0
2196,462,Boys Clothing,49,49,6,0.0,"Trousers, overalls, shorts",149179,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-08 03:28:24.623000+00:00,376400,app,175415,1,4,,2,2,85,56,149212,T4,T4,3,255918.0
2197,25,Shoes,9,9,26,0.0,Footwear with outer soles of rubber or plastics,21944,1,No,No,No,Yes,No,Not VIP,2018-01-05 01:03:39.190000+00:00,22550,web,23592,1,3,,2,2,53,145,21952,T4,,3,20205.0
2198,535,Girls Clothing,19,19,1,0.0,Dresses,101832,1,No,Yes,No,Yes,Yes,VIP,2018-01-08 21:45:41.953000+00:00,60219,,116487,921,4,,2,2,65,212,101854,VIP,VIP,3,51173.0
2199,2,Clothing,41,41,4,19.4557," T-shirts, singlets and other vests",29852,1,Yes,Yes,No,No,Yes,VIP New,2018-01-30 05:32:45.793000+00:00,212631,,32513,1,4,,2,2,14,1216,29860,VIP,VIP,6,97116.0
2200,528,Clothing,75,75,3,0.0,Jackets and blazers,126614,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-02-08 22:51:59.596000+00:00,400243,web,183106,1,3,,2,2,14,372,126644,VIP,VIP,6,3284.0
2201,5,Shoes,19,19,1,0.0,Footwear with outer soles of rubber or plastics,5300,1,No,Yes,No,Yes,No,VIP,2018-01-09 16:51:23.693000+00:00,389849,web,5514,924,4,,2,2,11,190,5304,T2,T2,3,43288.0
2202,107,Clothing,1,1,1,5.0083,Dresses,125802,1,Yes,Yes,No,Yes,Yes,VIP New,2018-01-05 18:24:10.140000+00:00,27440,web,146304,1,1,,2,2,42,642,125832,T1,T1,3,24362.0
2203,36,Shoes,14,14,1,0.0,Other footwear with outer soles of leather,22624,1,No,Yes,No,Yes,No,Not VIP,2018-01-11 10:03:32.760000+00:00,92464,web,24362,924,3,,1,3,230,128,22632,T2,T2,4,75501.0
2204,2499,Fine Jewellery,25,25,1,0.0,Of precious metal whether or not plated or clad with precious metal,122396,1,No,No,No,No,No,Not VIP,2018-02-09 15:47:55.450000+00:00,271897,web,142050,1,3,,2,2,1211,873,122425,T4,,3,193838.0
2205,52,Shoes,1,1,1,5.0083,Other footwear with outer soles of leather,15075,1,No,No,No,Yes,Yes,Not VIP,2018-01-20 04:29:45.860000+00:00,155400,web,16036,1,1,,5,2,31,1181,15082,T4,,3,119482.0
2206,734,Clothing,9,9,24,0.0,"Trousers, overalls, shorts",94945,1,No,Yes,No,No,No,VIP,2018-01-09 17:15:20.810000+00:00,399783,web,108056,1,3,,1,14,44,629,94968,VIP,VIP,4,28063.0
2207,4,Shoes,16,16,38,14.5035,Footwear with outer soles of rubber or plastics,184,1,No,Yes,No,Yes,No,Not VIP,2018-01-03 14:39:27.456000+00:00,13035,web,185,1,4,,3,2,77,106,184,,,4,11881.0
2208,16,Bags,12,12,29,28.7029,"Handbags, whether or not with shoulder strap, including those without handle",133696,1,Yes,Yes,No,No,No,VIP New,2018-01-31 17:31:57.043000+00:00,221898,app,156053,1,4,,2,2,17,15,133726,VIP,VIP,6,12269.0
2209,487,Clothing,17,17,2,24.3652,Dresses,31112,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-10 02:44:27.133000+00:00,400506,web,52895,924,4,,2,2,228,343,31120,T4,T4,3,267806.0
2210,1065,Clothing,7,7,8,0.0,N/D,115190,0,Yes,Yes,No,Yes,Yes,Not VIP,2018-02-08 13:43:23.343000+00:00,265355,app,132985,4870,1,,4,4,223,787,115217,VIP,VIP,7,137033.0
2211,1241,Clothing,5,5,4,0.0," T-shirts, singlets and other vests",40947,1,No,Yes,No,No,Yes,Not VIP,2018-01-19 15:28:11.056000+00:00,384491,app,45076,1,3,,2,2,52,137,40957,T4,T4,3,12961.0
2212,9,Accessories,16,16,1,16.2855,Other,26600,1,No,Yes,No,Yes,No,Not VIP,2018-01-08 08:07:32.010000+00:00,44473,,28859,921,4,,2,2,17,57,26608,T4,,3,38626.0
2213,17,Clothing,7,7,1,0.0," T-shirts, singlets and other vests",57423,0,Yes,No,No,No,No,Not VIP,2018-02-02 17:04:41.533000+00:00,233241,,63895,1,1,,2,2,3,1217,57436,VIP,VIP,7,50773.0
2214,87,Clothing,12,12,1,35.7236,"Trousers, overalls, shorts",148376,1,Yes,Yes,No,Yes,No,VIP,2018-01-13 13:28:09.100000+00:00,370851,web,174453,1,4,,2,2,237,128,148409,T1,T1,3,93866.0
2215,219,Shoes,54,54,2,0.0,Footwear with outer soles of rubber or plastics,83646,1,Yes,Yes,No,No,No,Not VIP,2018-01-25 06:49:55.880000+00:00,374998,web,94532,1,3,,2,2,210,366,83667,T4,T4,3,103761.0
2216,69,Shoes,19,19,1,0.0,Footwear with outer soles of rubber or plastics,7703,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-20 18:54:56.923000+00:00,158899,app,30767,1,4,,2,2,108,349,7708,T3,T3,3,87462.0
2217,5,Shoes,9,9,1,0.0,Footwear with outer soles of rubber or plastics,58141,1,No,No,No,Yes,No,Not VIP,2018-01-12 09:32:30.246000+00:00,103855,,31613,921,3,,2,2,12,472,58154,T4,,3,83669.0
2218,11,Homeware,3,3,2,0.0,Articles of a kind normally carried in the pocket or in the handbag,21520,1,Yes,Yes,No,No,Yes,VIP New,2018-01-08 12:34:38.623000+00:00,51164,,46550,921,2,,2,2,1,33,21528,VIP,VIP,3,3054.0
2219,417,Clothing,3,3,24,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",7764,1,No,No,No,Yes,No,Not VIP,2018-02-10 11:49:04.316000+00:00,276051,web,4904,1,2,,1,3,3,1071,7769,T3,T3,4,196381.0
2220,36,Clothing,9,9,1,0.0,,33677,1,No,No,No,Yes,No,Not VIP,2018-01-09 09:57:45.363000+00:00,66312,web,36854,924,3,,1,3,14,11,33686,T4,T4,3,55741.0
2221,227,Clothing,10,10,2,0.0,Jackets and blazers,14284,1,No,Yes,No,Yes,No,Not VIP,2018-01-19 17:11:28.383000+00:00,379216,web,15175,1,3,,1,3,14,22,14291,,,4,257340.0
2222,19,Clothing,1,1,4,5.0083," T-shirts, singlets and other vests",1411,1,No,Yes,No,Yes,Yes,VIP,2018-01-20 16:01:59.176000+00:00,158038,web,7483,1,1,,2,2,42,11,1413,T3,T3,2,64395.0
2223,92,Accessories,4,4,1,0.0,"Ties, bow ties and cravats",147814,1,Yes,Yes,No,No,No,VIP,2018-02-04 09:20:24.820000+00:00,241233,app,173760,1,3,,1,3,17,476,147846,T2,T2,3,49938.0
2224,94,Clothing,4,4,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",54489,1,No,Yes,No,Yes,Yes,VIP,2018-01-12 22:47:22.570000+00:00,112834,app,60529,921,3,,1,3,2,335,54501,T2,T2,3,89919.0
2225,37,Clothing,9,9,20,0.0,,27405,1,No,Yes,No,No,No,Not VIP,2018-02-16 14:18:30.870000+00:00,305050,web,29762,1,3,,5,3,3,36,27413,T4,T4,3,214290.0
2226,87,Accessories,1,1,2,0.0,"Other headgear, whether or not lined or trimmed",2442,1,Yes,No,No,No,No,Not VIP,2018-02-01 21:23:13.660000+00:00,393907,app,2510,1,1,,1,1,6,126,2445,T4,T4,3,264662.0
2227,190,Clothing,4,4,20,0.0,,51829,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-15 16:48:47.030000+00:00,376712,,166361,1,3,,1,3,228,7,51841,T3,T3,3,39364.0
2228,711,Clothing,12,12,4,37.4837,"Trousers, overalls, shorts",113092,1,Yes,Yes,No,No,Yes,VIP New,2018-02-15 04:39:49.190000+00:00,383966,app,130401,5620,4,,2,2,2,160,113118,T2,T2,3,50482.0
2229,899,Clothing,12,12,1,35.7236,Jackets and blazers,156577,1,Yes,Yes,Yes,Yes,No,Not VIP,2018-01-13 09:50:28.906000+00:00,404239,web,184414,1,4,,2,2,43,420,156610,VIP,VIP,4,612.0
2230,87,Clothing,14,14,1,0.0,N/D,155813,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-17 15:57:35.273000+00:00,401394,web,183485,1,3,,1,3,9,238,155846,T2,T2,4,70563.0
2231,69,Shoes,4,4,1,0.0,N/D,26341,1,No,Yes,No,Yes,No,Not VIP,2018-01-06 09:55:56.346000+00:00,31239,web,28557,1,3,,2,9,25,349,26349,T4,,3,27611.0
2232,14,Jewellery,7,7,1,0.0,"Of base metal, whether or not plated with precious metal",90811,0,No,Yes,No,No,No,Not VIP,2018-01-21 13:52:04.700000+00:00,162805,,103024,1,1,,2,2,17,63,90833,T2,T2,4,124585.0
2233,92,Accessories,24,24,1,0.0,"Hats and other headgear, knitted or crocheted, or made-up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed",11669,1,No,No,No,No,No,Not VIP,2018-01-24 18:57:03.876000+00:00,182274,web,12332,1,3,,1,7,98,91,11674,T4,,3,137439.0
2234,83,Clothing,16,16,2,19.4557,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",67636,1,Yes,Yes,No,Yes,Yes,VIP New,2018-02-03 12:31:34.440000+00:00,237085,web,75708,1,4,,2,2,19,152,67653,T2,T2,3,135477.0
2235,203,Shoes,1,1,26,0.0,Footwear with outer soles of rubber or plastics,5481,1,No,No,No,Yes,No,Not VIP,2018-02-03 00:16:05.643000+00:00,235003,web,5704,1,1,,3,1,175,226,5485,,,3,171157.0
2236,92,Clothing,1,1,1,5.0083," T-shirts, singlets and other vests",15224,1,Yes,Yes,No,No,No,Not VIP,2018-01-09 01:56:42.856000+00:00,62315,,27506,1,1,,2,2,2,119,15231,T4,,1,52804.0
2237,624,Boys Clothing,5,5,2,0.0,Jackets and blazers,131944,1,Yes,Yes,No,No,No,Not VIP,2018-02-17 10:20:15.230000+00:00,308736,,153923,1,3,,2,2,85,56,131974,T3,T3,3,216415.0
2238,87,Clothing,9,9,1,0.0,"Trousers, overalls, shorts",125,1,No,Yes,No,Yes,No,Not VIP,2018-01-16 09:05:17.326000+00:00,132492,web,126,1,3,,1,3,21,231,125,T3,T4,4,103931.0
2239,11,Clothing,48,48,4,0.0," T-shirts, singlets and other vests",28,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-06 20:12:17.930000+00:00,34629,app,47657,1,4,,2,2,8,85,28,T2,T2,4,27113.0
2240,169,Clothing,60,60,1,0.0,Dresses,103452,1,Yes,Yes,No,No,Yes,VIP New,2018-01-16 20:43:51.560000+00:00,381741,app,118520,1,3,,5,3,142,367,103473,VIP,VIP,6,77919.0
2241,37,Shoes,49,49,1,0.0,Other footwear with outer soles of leather,87319,1,Yes,Yes,Yes,No,Yes,Not VIP,2018-01-28 12:35:19.163000+00:00,202919,app,117922,1,4,,5,2,31,36,87341,VIP,VIP,3,150855.0
2242,292,Clothing,4,4,12,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",43004,1,No,No,No,Yes,No,Not VIP,2018-02-05 08:41:00.660000+00:00,246648,,95202,1,3,,5,9,14,315,43015,T4,,3,178394.0
2243,6,Accessories,11,11,1,0.0,Belts,11928,1,No,No,No,No,No,Not VIP,2018-02-14 17:07:06.516000+00:00,402370,web,20006,1,3,,1,3,258,1092,11933,,,3,268652.0
2244,2,Clothing,14,14,4,0.0," T-shirts, singlets and other vests",1435,1,No,No,No,No,No,Not VIP,2018-01-26 08:57:02.256000+00:00,191382,web,7101,1,3,,3,2,2,190,1437,T4,T4,1,116407.0
2245,64,Boys Clothing,17,17,2,0.0,"Trousers, overalls, shorts",9066,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-10 00:35:33.223000+00:00,75736,web,9555,924,4,,2,2,39,1054,9072,T4,,3,62969.0
2246,247,Shoes,1,1,2,5.0083,Footwear with outer soles of rubber or plastics,122501,1,Yes,Yes,No,No,Yes,Not VIP,2018-02-13 19:04:29.703000+00:00,387125,web,142199,1,1,,2,2,183,5,122530,T4,T4,3,261328.0
2247,759,Clothing,60,60,26,24.0,Swimwear,31192,1,No,No,No,Yes,No,Not VIP,2018-01-07 01:30:40.386000+00:00,35840,web,34031,1,3,,5,2,14,649,31200,T4,T4,3,31574.0
2248,90,Clothing,9,9,4,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",23087,1,No,Yes,No,No,Yes,VIP,2018-01-19 16:18:50.950000+00:00,380765,app,176796,1,3,,1,3,231,481,23095,VIP,VIP,3,125643.0
2249,22,Accessories,1,1,20,5.0083,N/D,5451,1,No,Yes,No,No,Yes,Not VIP,2018-01-22 14:10:11.186000+00:00,168655,web,7201,1,1,,2,2,6,85,5455,T3,T4,3,128532.0
2250,310,Shoes,4,4,3,0.0,Other footwear,129862,1,No,Yes,No,No,No,Not VIP,2018-02-15 16:09:15.403000+00:00,300584,app,151328,1,3,,2,2,121,22,129892,T2,T2,3,211580.0
2251,39,Shoes,14,14,4,0.0,Other footwear with outer soles of leather,59762,1,Yes,No,No,Yes,No,Not VIP,2018-01-24 19:45:12.383000+00:00,182497,web,68594,1,3,,1,3,20,1216,59776,T4,,3,137595.0
2252,238,Clothing,7,7,8,0.0,"Trousers, overalls, shorts",93164,0,No,No,No,Yes,Yes,Not VIP,2018-02-03 19:02:44.123000+00:00,238812,web,105885,1,1,,3,4,223,260,93186,T4,,5,173450.0
2253,188,Clothing,1,1,14,0.0,Shirts,78598,1,No,No,No,No,No,Not VIP,2018-02-01 16:25:59.873000+00:00,227397,web,88440,4192,1,,1,1,14,46,78616,T4,,3,166447.0
2254,839,Bags,5,5,1,0.0,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar",13127,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-12 23:12:18.333000+00:00,113074,app,13906,921,3,,2,2,6,30,13134,T4,T4,3,44160.0
2255,50,Shoes,1,1,1,0.0,Footwear with outer soles of rubber or plastics,5350,1,No,Yes,No,No,No,Not VIP,2018-01-13 18:53:06.480000+00:00,120390,app,5571,1,1,,2,2,38,11,5354,T4,T4,3,95217.0
2256,162,Clothing,3,3,10,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",1533,1,Yes,No,No,No,Yes,Not VIP,2018-01-08 06:54:51.663000+00:00,42855,web,1572,1,2,,2,2,103,119,1535,T3,T4,3,37373.0
2257,279,Boys Clothing,1,1,2,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",38676,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-09 05:59:31.746000+00:00,64058,app,42497,921,1,,2,2,85,65,38686,T4,,4,54065.0
2258,13,Boys Shoes,60,60,20,0.0,N/D,49038,1,Yes,No,No,No,No,Not VIP,2018-01-09 15:41:50.676000+00:00,70606,,54268,1,3,,2,2,216,85,49050,T4,,1,58990.0
2259,5,Shoes,4,4,1,0.0,Footwear with outer soles of rubber or plastics,14292,1,No,No,No,Yes,No,Not VIP,2018-01-03 20:03:36.936000+00:00,376522,web,15185,1,3,,1,3,5,32,14299,,,4,19151.0
2260,308,Shoes,9,9,1,11.2784,Footwear with outer soles of rubber or plastics,99649,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-18 08:25:19.243000+00:00,370947,web,113832,1,3,,2,2,12,30,99672,,,3,253111.0
2261,46,Clothing,3,3,21,0.0," T-shirts, singlets and other vests",960,1,No,Yes,No,No,No,Not VIP,2018-01-02 12:15:09.236000+00:00,6290,app,4825,1,2,,2,2,13,32,962,T4,T4,3,5876.0
2262,64,Boys Clothing,1,1,2,0.0,"T-shirts, singlets and other vests",84537,1,Yes,Yes,Yes,Yes,Yes,Not VIP,2018-01-18 04:04:57.166000+00:00,143814,web,95575,1,1,,2,2,39,1072,84558,VIP,T1,6,111725.0
2263,28,Clothing,14,14,12,0.0,,93303,1,Yes,Yes,No,No,No,VIP New,2018-02-03 15:00:49.113000+00:00,237737,,106050,1,3,,1,3,202,132,93325,T1,T1,4,126196.0
2264,70,Clothing,1,1,10,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",66788,1,No,Yes,No,No,Yes,Not VIP,2018-01-15 08:51:43.326000+00:00,126987,,74725,1,1,,1,1,2,1070,66805,T2,T3,3,96974.0
2265,362,Clothing,17,17,2,24.3652,Jackets and blazers,141786,1,No,Yes,No,No,No,VIP New,2018-01-04 09:13:28.926000+00:00,17739,web,166142,1,4,,2,2,114,15,141818,VIP,VIP,4,11018.0
2266,69,Shoes,39,39,1,7.6715,Other footwear with outer soles of leather,95527,1,No,Yes,No,Yes,Yes,VIP,2018-02-06 22:38:32.840000+00:00,256489,web,108740,1,4,,2,2,78,40,95550,VIP,VIP,6,65256.0
2267,11,Clothing,16,16,4,17.0858,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",7788,1,No,Yes,No,Yes,No,Not VIP,2018-01-22 13:17:49.823000+00:00,168413,app,8165,1,4,,2,2,3,103,7793,T4,,3,128375.0
2268,28,Clothing,1,1,3,5.0083,"Coats: overcoats, raincoat, cape, cloak, ski jackets, windcheaters, wind-jackets and similar articles",22492,1,No,Yes,No,No,Yes,VIP New,2018-01-11 10:50:54.453000+00:00,92849,web,32206,1,1,,2,2,87,72,22500,T4,T4,3,75768.0
2269,831,Accessories,5,5,12,0.0,Articles of a kind normally carried in the pocket or in the handbag,28553,1,No,Yes,No,Yes,No,Not VIP,2018-01-20 13:06:46.820000+00:00,157199,app,31042,1,3,,2,2,17,691,28561,T4,,3,120692.0
2270,211,Shoes,1,1,25,0.0,Footwear with outer soles of rubber or plastics,55946,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-23 23:41:21.166000+00:00,177324,app,62175,1,1,,1,3,316,1115,55959,T4,,3,134342.0
2271,2,Clothing,3,3,4,0.0," T-shirts, singlets and other vests",28166,1,No,Yes,No,No,Yes,Not VIP,2018-02-18 10:16:32.500000+00:00,372332,web,121670,1,2,,2,2,3,15,28174,T2,T2,3,10732.0
2272,39,Shoes,5,5,21,0.0,Other footwear,119098,1,No,Yes,No,No,No,Not VIP,2018-02-07 11:49:17.190000+00:00,258944,app,137865,1,3,,2,2,12,148,119126,T3,T3,3,185938.0
2273,75,Accessories,19,19,1,0.0,Articles of a kind normally carried in the pocket or in the handbag,26874,1,No,No,No,Yes,No,Not VIP,2018-01-10 11:52:22.753000+00:00,80963,web,29176,924,4,,2,2,6,22,26882,T4,,3,66906.0
2274,73,Clothing,1,1,1,5.0083,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",25494,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-05 18:29:40.473000+00:00,27465,web,27614,1,1,,2,2,8,81,25502,T4,,4,24381.0
2275,2,Clothing,39,39,1,7.6715," T-shirts, singlets and other vests",98165,1,No,Yes,No,No,No,Not VIP,2018-02-16 22:39:53.326000+00:00,307079,,111999,1,4,,2,2,24,171,98188,T2,T3,3,193430.0
2276,346,Activewear,1,1,23,0.0,N/D,136921,1,Yes,No,No,Yes,No,Not VIP,2018-02-10 18:54:50.160000+00:00,391758,,56940,7352,1,,2,2,187,1293,136952,,,3,263634.0
2277,5,Shoes,1,1,1,5.0083,Footwear with outer soles of rubber or plastics,555,1,No,No,No,Yes,No,Not VIP,2018-01-29 23:58:54.420000+00:00,211649,,560,1,1,,2,2,31,1092,557,T4,,3,156667.0
2278,833,Clothing,10,10,12,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",65044,1,No,Yes,No,No,No,Not VIP,2018-01-25 15:16:53.823000+00:00,379720,web,72735,1,3,,1,3,27,85,65061,,,3,257613.0
2279,2287,Clothing,40,40,4,5.8485," T-shirts, singlets and other vests",113927,1,Yes,Yes,No,No,Yes,VIP New,2018-02-04 05:18:14.906000+00:00,240522,web,131410,1,4,,2,2,753,15,113953,VIP,VIP,3,127004.0
2280,99,Shoes,15,15,23,0.0,Other footwear,59555,1,No,No,No,No,No,Not VIP,2018-02-06 15:25:01.580000+00:00,395530,web,66363,1,4,,2,2,112,72,59569,,,4,265451.0
2281,203,Shoes,1,1,3,0.0,Other footwear with outer soles of leather,24386,1,No,No,No,Yes,No,Not VIP,2018-01-11 23:03:36.696000+00:00,399596,,26329,921,1,,1,1,209,226,24394,T4,T4,3,80954.0
2282,141,Shoes,1,1,1,5.0083,,35609,1,No,Yes,No,Yes,No,Not VIP,2018-01-12 15:13:07.626000+00:00,397210,web,39033,924,1,,2,2,36,230,35618,,,3,266280.0
2283,2428,Fine Jewellery,3,3,102,0.0,Of precious metal whether or not plated or clad with precious metal,113592,1,Yes,Yes,No,No,Yes,VIP,2018-02-03 22:17:49.336000+00:00,239477,app,131011,1,2,,2,2,17,902,113618,T1,T1,3,103702.0
2284,1246,Clothing,21,21,23,0.0,"Blouses, shirts and shirt-blouses",69653,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 08:09:00.713000+00:00,44527,web,78033,921,2,,2,2,148,15,69670,T4,,3,38674.0
2285,398,Clothing,36,36,20,0.0,,78367,1,No,Yes,No,No,Yes,Not VIP,2018-02-17 18:54:58.026000+00:00,310696,web,123408,1,3,,1,3,9,106,78385,T2,T3,3,217627.0
2286,87,Clothing,4,4,1,0.0,"Trousers, overalls, shorts",35721,1,No,No,No,Yes,No,Not VIP,2018-01-28 01:42:36.676000+00:00,200881,web,39157,1,3,,1,3,63,87,35730,T4,,3,149569.0
2287,16,Clothing,14,14,21,0.0,"Blouses, shirts and shirt-blouses",2646,1,No,Yes,No,Yes,No,Not VIP,2018-02-01 14:42:05.640000+00:00,226813,web,2724,1,3,,1,3,33,15,2649,T4,T4,3,166085.0
2288,33,Shoes,9,9,1,0.0,N/D,4208,1,No,No,No,No,No,Not VIP,2018-01-03 17:05:26.380000+00:00,393944,app,4355,1,3,,1,3,11,238,4212,T4,T4,4,47928.0
2289,129,Girls Clothing,3,3,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",81311,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-25 14:30:54.916000+00:00,186840,web,91776,1,2,,2,2,39,429,81331,T3,T3,4,140452.0
2290,92,Clothing,89,89,20,0.0,,30137,1,No,Yes,No,No,Yes,Not VIP,2018-01-21 12:36:28.056000+00:00,162439,web,32843,1,3,,2,2,8,36,30145,T2,T2,4,15788.0
2291,191,Clothing,3,3,2,0.0,Skirts,118559,1,No,No,No,Yes,Yes,Not VIP,2018-02-07 01:23:54.926000+00:00,256842,web,137168,1,2,,4,2,35,210,118587,T4,T4,3,82314.0
2292,205,Clothing,3,3,1,0.0,"Trousers, overalls, shorts",41876,1,Yes,Yes,No,Yes,Yes,Not VIP,2018-01-08 07:55:32.580000+00:00,44137,app,46162,921,2,,4,2,182,227,41886,T4,T4,4,38352.0
2293,174,Clothing,4,4,89,0.0,N/D,27701,1,No,Yes,No,Yes,Yes,Not VIP,2018-01-14 01:12:01.413000+00:00,121434,,30098,1,3,,1,3,80,85,27709,T2,T2,3,31156.0
2294,956,Clothing,85,85,12,0.0,"Trousers, overalls, shorts",151352,1,No,Yes,No,Yes,Yes,VIP,2018-01-12 17:59:25.726000+00:00,380310,web,178040,924,3,,2,2,16,334,151385,T1,T1,3,60150.0
2295,4,Shoes,12,12,1,0.0,,1094,1,Yes,Yes,Yes,Yes,Yes,Not VIP,2018-01-02 14:06:05.713000+00:00,6861,web,1114,1,4,,2,2,152,14,1096,VIP,VIP,6,327.0
2296,420,Clothing,7,7,8,0.0,Skirts,9275,0,Yes,Yes,No,No,No,Not VIP,2018-01-02 17:26:22.150000+00:00,7888,,9778,1,1,,3,4,223,732,9281,T4,T4,3,7288.0
2297,12,Clothing,27,27,1,0.0,"Trousers, overalls, shorts",12744,1,No,Yes,No,Yes,No,Not VIP,2018-01-12 17:10:06.660000+00:00,109463,web,79926,924,3,,1,3,21,152,12751,T4,T4,3,87487.0
2298,742,Shoes,22,22,1,0.0,Footwear with outer soles of rubber or plastics,24278,1,Yes,No,No,Yes,Yes,VIP New,2018-01-23 15:32:07.830000+00:00,174917,web,26206,1,5,,2,2,23,44,24286,VIP,VIP,6,132686.0
2299,203,Clothing,3,3,2,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",3090,1,Yes,Yes,No,Yes,No,Not VIP,2018-01-12 15:22:33.590000+00:00,108133,,3182,924,2,,4,2,109,85,3093,T4,T4,3,86541.0
2300,74,Shoes,3,3,1,0.0,Footwear with outer soles of rubber or plastics,63035,1,No,Yes,No,No,No,Not VIP,2018-01-25 14:27:26.963000+00:00,186827,web,70410,1,2,,2,2,95,44,63051,T3,T4,3,140442.0
2301,74,Shoes,1,1,1,10.5577,Footwear with outer soles of leather or composition leather,358,1,No,Yes,No,Yes,Yes,VIP New,2018-01-01 15:26:16.423000+00:00,392280,web,49534,1,1,,2,2,5,457,359,VIP,VIP,4,263879.0
2302,63,Clothing,63,63,2,0.0,"Blouses, shirts and shirt-blouses",12954,1,No,No,No,Yes,No,Not VIP,2018-01-29 04:33:19.620000+00:00,206615,web,13715,1,3,,2,2,46,142,12961,,,3,153391.0
2303,6,Clothing,82,82,1,0.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",42032,1,Yes,Yes,Yes,No,No,Not VIP,2018-01-26 08:49:21.170000+00:00,191349,app,46329,1,3,,1,3,148,1216,42042,VIP,VIP,3,4894.0
2304,286,Clothing,5,5,1,0.0,"Trousers, overalls, shorts",8847,1,No,Yes,No,Yes,No,Not VIP,2018-01-10 06:48:56.820000+00:00,78190,web,64417,924,3,,2,2,221,137,8852,T4,,3,64797.0
